报道时间,省份,城市,新增确诊,新增出院,新增死亡,消息来源,来源链接1,来源链接2,来源链接3,备注
2月17日,广东,汕头市,0,1,0,汕头日报,https://mp.weixin.qq.com/s/J8HoS8OB6qprgX26S_osfg,,,
2月17日,广东,汕尾市,0,1,0,汕尾广播电视,https://mp.weixin.qq.com/s/GTZELg8sm8N2gGTI-06LKw,,,
2月17日,广东,阳江市,0,2,0,阳江日报,https://mp.weixin.qq.com/s/N7WRmtK6KzKaPYBauXTg1w,,,
2月17日,广东,梅州市,0,1,0,梅州日报,https://mp.weixin.qq.com/s/fDt6ab9RsL4cMhQygeAfeA,,,
2月17日,日本,,99,0,0,人民日报,https://static.cdsb.com/micropub/Articles/202002/08b5e736b2d54b05b25d570b9e8963fd.html?fromUdid=CAFF13A7-FEAC-4B72-AE2D-497A40CC5C91,,,
2月17日,广东,惠州市,0,8,0,惠州发布,https://mp.weixin.qq.com/s/q6VYTfxSl_NFIqOTtlSTVg,,,
2月17日,广东,江门市,0,2,0,江门发布,https://mp.weixin.qq.com/s/Qyyqy5QrLAtdKrASYpdTFw,,,
2月17日,河南,郑州市,0,3,0,郑州发布,https://mp.weixin.qq.com/s/_swUDrOcV7wskmpnvxQFdg,,,
2月17日,河南,周口市,0,4,0,周口日报,https://mp.weixin.qq.com/s/GgJzvSmWE_f-xiXPlpeX-g,,,
2月17日,河南,安阳市,0,4,0,安阳日报,https://m.weibo.cn/3318140764/4472984955683575,,,
2月17日,浙江,杭州市,0,12,0,浙江新闻,https://view.inews.qq.com/a/ZJC202002170075300C?uid=&devid=6CDF6E55-ACAB-4AB0-9F70-6A948D45636B&qimei=daa33ec7-da30-4ffc-9a80-620c904ab8ac,,,
2月17日,浙江,温州市,0,12,0,温州日报,https://m.weibo.cn/1909829032/4473002529780579,,,
2月17日,浙江,衢州市,0,1,0,衢州发布,https://mp.weixin.qq.com/s/pf8pDLXg8jHT1F8SJ63qsg,,,
2月17日,浙江,湖州市,0,1,0,湖州发布,https://mp.weixin.qq.com/s/jo7weh9oDtd2GzRf_zjeow,,,
2月17日,浙江,绍兴市,0,1,0,绍兴发布,https://mp.weixin.qq.com/s/ClP6-SSzJZJKN1b22b50EQ,,,
2月17日,浙江,嘉兴市,0,2,0,嘉兴发布,https://mp.weixin.qq.com/s/ID0NvMZWP_yZ2oKi9-p14g,,,
2月17日,湖南,长沙市,0,4,0,长沙发布,https://mp.weixin.qq.com/s/73X90U6LnrcLD7Am_LDNfQ,,,
2月17日,湖南,岳阳市,0,9,0,岳阳发布,https://m.weibo.cn/2721558170/4472928294672365,,,
2月17日,湖南,常德市,0,3,0,常德发布,https://mp.weixin.qq.com/s/ByRhKrPphS_lbk0ZnlFx9Q,,,
2月17日,湖南,益阳市,0,3,0,益阳发布,https://mp.weixin.qq.com/s/GT49kf0zMN8jo24WudBIxg,,,
2月17日,湖南,郴州市,0,4,0,郴州发布,https://mp.weixin.qq.com/s/sqT8wmsefGNefZFHn1ZAOw,,,
2月17日,湖南,张家界市,0,1,0,张家界日报,https://mp.weixin.qq.com/s/P-4kIdAYbjzxdrwzc3XfRQ,,,
2月17日,安徽,马鞍山市,0,2,0,马鞍山发布,https://mp.weixin.qq.com/s/rEACehKx7LQ9EOpATIdw8w,,,
2月17日,安徽,宿州市,0,2,0,宿州发布,https://m.weibo.cn/3008419144/4472922179661844,,,
2月17日,江苏,扬州市,0,1,0,扬州发布,https://mp.weixin.qq.com/s/v4zR0ioK4tiuHAn6dmPRFA,,,
2月17日,重庆,渝北区,1,0,0,重庆发布,https://mp.weixin.qq.com/s/VuJqILyzT3aLBIL2B5bz_g,,,
2月17日,重庆,石柱县,0,2,0,重庆发布,https://mp.weixin.qq.com/s/VuJqILyzT3aLBIL2B5bz_g,,,
2月17日,重庆,巫溪县,0,1,0,重庆发布,https://mp.weixin.qq.com/s/VuJqILyzT3aLBIL2B5bz_g,,,
2月17日,山东,济宁市,0,2,0,山东发布,https://mp.weixin.qq.com/s/gucQ6coMUtLY7pAdzPjV4Q,,,
2月17日,山东,枣庄市,0,3,0,山东发布,https://mp.weixin.qq.com/s/gucQ6coMUtLY7pAdzPjV4Q,,,
2月17日,山东,淄博市,0,1,0,山东发布,https://mp.weixin.qq.com/s/gucQ6coMUtLY7pAdzPjV4Q,,,
2月17日,贵州,贵阳市,0,1,0,央视新闻,http://m.news.cctv.com/2020/02/17/ARTIxqJMeVllyvsmbbrMrPQx200217.shtml,,,
2月17日,贵州,遵义市,0,5,0,央视新闻,http://m.news.cctv.com/2020/02/17/ARTIxqJMeVllyvsmbbrMrPQx200217.shtml,,,
2月17日,贵州,毕节市,0,2,0,央视新闻,http://m.news.cctv.com/2020/02/17/ARTIxqJMeVllyvsmbbrMrPQx200217.shtml,,,
2月17日,香港,,1,0,0,香港卫生署,http://m.news.cctv.com/2020/02/17/ARTIw7dIVt7MGosjp9h7SmqD200217.shtml,,,
2月17日,河南,濮阳市,0,2,0,濮阳广电网,https://m.weibo.cn/status/4473016035847546?,,,
2月17日,江苏,徐州市,0,6,0,徐州发布,https://m.weibo.cn/status/4472999938013122?,,,8例此前已录
2月17日,江苏,盐城市,0,2,0,盐城发布,https://m.weibo.cn/status/4473003541072795?,https://m.weibo.cn/status/4473003541072795?sudaref=login.sina.com.cn,,
2月17日,江苏,镇江市,0,1,0,镇江文广,https://zjwg.17zhenjiang.com/h5appzj/a/2002/370404203c7147178796c8155e394302.html?t=1581928619664&isshare=1,,,
2月17日,山东,济南市,0,2,0,齐鲁晚报,https://m.ql1d.com/new/general/11409486,,,
2月17日,山东,临沂市,0,3,0,健康临沂,https://card.weibo.com/article/m/show/id/2309404473040682484328?_wb_client_=1,,,
2月17日,山东,德州市,0,2,0,大众网,https://hb.dzwww.com/p/5061213.html,,,
2月17日,山东,聊城市,0,1,0,聊城晚报,https://card.weibo.com/article/m/show/id/2309404473008667361313?_wb_client_=1,,,
2月17日,山东,泰安市,0,1,0,泰山晚报,https://card.weibo.com/article/m/show/id/2309404472987620343815?_wb_client_=1,,,
2月17日,山东,滨州市,0,1,0,大众网,https://hb.dzwww.com/p/5062160.html?f=00000v,,,
2月17日,四川,阿坝州,0,1,0,微阿坝,https://static.cdsb.com/micropub/Articles/202002/517e6c9617946e742a58af15e3f3a662.html,,,
2月17日,四川,甘孜州,0,3,0,四川观察,https://weibo.com/tv/v/IuDfG7Fxl?fid=1034:4473006269857807,,,
2月17日,四川,德阳市,0,1,0,健康德阳,https://mp.weixin.qq.com/s?__biz=MzIyMDIzNzkxNA==&mid=2247502637&idx=1&sn=674e107feebc7ea45a981d92a1b6f68c&key=5ef9088ad8049ebe463476b7d7dbb71c165f21b52d36acc26763b1ee67f47d0f669a3af2c0581fdd3100750b3272f92cd262a27e5f852c49c60db5e62f6e57eeb05e58d797e3712a25ec1351e982148f&ascene=0&uin=NTk5ODM2NDIw&devicetype=iMac+MacBookPro11%2C1+OSX+OSX+10.10.5+build(14F2511)&version=12020110&nettype=WIFI&lang=zh_CN&fontScale=100&exportkey=AhHtev80qB6%2FG2B9cceYiCs%3D&pass_ticket=AM7y2XJ%2FY5CtckzjKBnJEcNgjQoIpY3%2FNj%2BcwXuv%2F6Sxk4QrdMdU255MAmTamqeB,,,
2月17日,四川,南充市,0,1,0,南充之声,https://m.weibo.cn/status/4473039016487727?,,,
2月17日,四川,遂宁市,0,4,0,遂宁新闻网,https://mp.weixin.qq.com/s?__biz=MjM5ODM2MDQ4MA==&mid=2651557943&idx=1&sn=013d6c5a2cd854d87d435d37717172f8&key=ef30c7c6b61d91b29a25c42bb69a5296212b4ba99d9c0d16ee05b0e724c22f793064ea7a6f1f980aa1f45a0a440ab7dbf41d528d29e16edb6915f08eec65e98e43e45d5fefa032645b46935c872a72a5&ascene=0&uin=NTk5ODM2NDIw&devicetype=iMac+MacBookPro11%2C1+OSX+OSX+10.10.5+build(14F2511)&version=12020110&nettype=WIFI&lang=zh_CN&fontScale=100&exportkey=Ap%2BVpYkhHw8LIQo3exipceA%3D&pass_ticket=AM7y2XJ%2FY5CtckzjKBnJEcNgjQoIpY3%2FNj%2BcwXuv%2F6Sxk4QrdMdU255MAmTamqeB,,,
2月17日,黑龙江,双鸭山市,0,3,0,黑龙江新闻联播,https://m.weibo.cn/status/4472958573620724?,,,
2月17日,黑龙江,大庆市,0,1,0,黑龙江新闻联播,https://weibo.com/1788128381/IuCun4tZ6?from=page_1002061788128381_profile&wvr=6&mod=weibotime,,,
